l1cordx,l2cordx,l3cordx,l1cordy,l2cordy,l3cordy,r1cordx,r2cordx,r3cordx,r1cordy,r2cordy,r3cordy,isSame,whichDirection,retentionDuration,l_words_word1,l_words_word2,l_words_word3,r_words_word1,r_words_word2,r_words_word3,subWord
906,914,893,479,557,518,1025,1014,1022,594,490,550,1,2,1.08216044644339,relax,group,alarm,clean,relax,watch,nan
906,893,917,513,546,597,1008,1006,1012,579,484,529,1,1,1.07704400819888,taste,alarm,group,relax,watch,clean,nan
902,896,908,518,562,480,996,1015,1001,595,534,479,1,1,1.05891788483317,watch,taste,group,taste,alarm,watch,nan
922,896,915,484,598,548,1013,1022,1011,574,543,503,1,2,1.08516196143338,taste,clean,relax,clean,taste,group,nan
918,905,918,522,482,596,1022,997,1022,561,507,598,1,1,0.935767990155176,taste,watch,group,relax,taste,alarm,nan
908,901,920,604,550,505,1005,1013,1001,559,592,502,1,1,1.00350822964729,relax,taste,clean,relax,clean,alarm,nan
917,904,894,596,478,548,1020,1013,1018,530,603,561,2,1,1.02540106328186,relax,group,clean,relax,clean,watch,alarm
924,901,919,506,549,474,1017,1011,1023,553,514,474,2,1,1.08263646918018,taste,alarm,watch,taste,group,clean,group
899,906,912,595,524,559,1014,1009,1009,605,502,571,2,1,1.03279365076776,taste,group,clean,clean,watch,taste,watch
901,907,895,529,591,473,1006,1026,1009,568,511,473,1,2,0.977838564598523,alarm,taste,relax,alarm,watch,relax,nan
914,914,901,542,497,583,1007,1000,1025,587,552,487,1,1,1.04800151628323,watch,relax,clean,relax,clean,group,nan
920,919,897,510,600,565,1008,1012,1015,568,488,599,2,1,1.06352697194175,alarm,group,relax,taste,watch,alarm,watch
921,902,912,548,513,587,1008,1015,1021,600,476,522,2,1,1.0200689586353,watch,clean,relax,clean,relax,alarm,group
906,921,911,554,475,507,1001,995,1007,482,591,517,2,1,0.916999412900541,taste,clean,group,relax,group,watch,relax
897,918,895,488,603,527,1010,1015,1004,557,506,590,2,2,1.08447160021801,watch,alarm,group,taste,relax,group,alarm
895,921,926,526,495,594,995,1022,1006,562,476,514,1,1,0.910719563063312,taste,watch,alarm,taste,watch,clean,nan
905,899,901,563,478,525,1013,1007,1018,586,535,498,2,2,1.00540499053547,taste,relax,alarm,taste,relax,watch,clean
921,895,903,515,606,476,995,1008,1000,526,480,559,1,2,0.92377065532395,taste,clean,group,group,watch,relax,nan
900,913,903,518,480,589,1023,996,1010,485,515,554,1,2,0.976028598048201,alarm,clean,watch,group,taste,relax,nan
919,916,894,572,535,492,1023,1013,998,538,602,482,1,2,1.06256650660302,watch,group,alarm,clean,taste,watch,nan
915,896,910,587,534,485,1005,1023,998,541,477,578,2,1,0.948819183114338,relax,group,taste,group,clean,relax,alarm
894,896,901,567,529,491,1026,1001,1025,567,599,526,1,1,1.07688453181872,alarm,taste,group,alarm,taste,watch,nan
919,913,906,572,525,475,1026,997,1015,585,486,541,1,2,1.04252935895183,alarm,group,clean,alarm,clean,group,nan
924,920,925,597,565,511,1027,1000,1008,583,524,491,2,1,0.975629687616429,group,alarm,relax,clean,alarm,taste,taste
909,920,924,494,533,596,999,1016,1017,517,486,566,2,2,0.949783922199187,relax,group,clean,taste,alarm,clean,relax
921,896,897,598,545,480,994,1018,1011,540,479,596,2,2,0.950570749047855,group,clean,taste,relax,taste,clean,group
897,917,913,588,497,541,1002,1015,1016,510,566,479,2,2,1.05344871890539,alarm,taste,clean,taste,clean,alarm,watch
918,923,905,486,582,526,1005,1009,1020,502,597,565,1,1,0.909972377009448,group,watch,relax,alarm,taste,group,nan
924,908,917,510,560,592,1001,1004,1014,522,607,481,2,2,1.03705771352178,taste,alarm,group,watch,relax,alarm,taste
921,895,910,603,573,488,1019,1015,1011,581,486,518,2,1,1.0240556244302,watch,taste,alarm,watch,alarm,clean,relax
901,901,902,576,542,495,1001,1013,1010,497,556,600,2,1,1.04933692599375,group,relax,clean,alarm,taste,clean,alarm
900,917,909,495,591,530,1009,1016,997,537,571,493,1,1,1.09545112966913,taste,watch,relax,clean,relax,watch,nan
910,894,922,502,560,598,1002,998,1024,599,550,514,2,2,0.976782702532123,group,relax,taste,group,relax,alarm,taste
906,907,917,477,607,577,1005,1016,1008,489,567,602,2,2,0.952041120462744,alarm,clean,taste,clean,alarm,taste,relax
909,911,899,607,557,484,1024,1017,1008,502,602,559,1,2,1.07549390720282,taste,watch,group,alarm,watch,taste,nan
926,925,898,590,474,505,994,1025,995,548,480,518,2,2,1.06121919670213,group,clean,alarm,watch,taste,relax,alarm
913,900,905,520,473,576,998,1022,1011,488,599,528,1,1,0.99222421595594,alarm,clean,group,watch,alarm,group,nan
925,897,922,556,493,601,1007,1000,1026,546,589,495,2,2,0.918192337584844,alarm,watch,relax,watch,group,clean,relax
909,914,916,560,486,524,1022,1026,1003,531,500,567,1,1,1.01285376505464,taste,group,alarm,watch,taste,group,nan
907,896,914,590,549,515,1001,1000,1019,532,584,485,1,2,0.937476577829721,taste,watch,relax,taste,clean,alarm,nan
919,926,897,485,561,523,1025,1001,998,576,542,510,1,2,1.00633791717895,taste,group,watch,alarm,taste,watch,nan
918,901,895,478,587,552,1026,994,1020,565,529,473,1,2,0.971006664354677,taste,group,clean,relax,taste,alarm,nan
908,913,922,547,601,507,1006,1004,1019,539,593,494,1,2,0.962956700951099,clean,taste,group,alarm,taste,clean,nan
895,920,907,478,601,533,1027,1003,1012,519,575,483,2,2,1.04534829376854,clean,taste,watch,relax,clean,group,alarm
896,921,909,573,511,481,998,1013,999,579,544,474,2,1,1.00315457162671,watch,taste,group,relax,alarm,clean,clean
920,909,908,546,591,491,1019,1007,1025,526,591,475,2,1,1.0581289795825,watch,group,taste,relax,taste,watch,relax
915,918,910,494,597,529,1013,1000,1001,496,546,593,1,2,0.940898516271791,clean,watch,taste,group,taste,watch,nan
894,924,902,561,529,599,1015,1007,994,539,503,607,2,1,1.03562121551196,watch,clean,group,taste,watch,alarm,taste
911,923,901,605,573,501,1010,999,1014,483,558,519,2,1,0.910497108527605,watch,alarm,group,alarm,clean,group,relax
917,900,923,495,541,584,1001,1022,1014,574,479,542,2,1,1.0602344724725,watch,taste,relax,group,alarm,watch,clean
896,911,923,530,494,564,998,999,1009,595,562,523,1,1,1.03571372776386,taste,alarm,clean,relax,taste,clean,nan
900,919,913,484,541,577,1015,1016,1014,490,602,555,1,2,1.08920178901681,watch,alarm,relax,taste,alarm,watch,nan
920,899,905,528,473,564,1021,1019,1018,575,494,540,2,2,0.918311628574966,alarm,clean,relax,watch,group,relax,clean
897,918,913,592,474,551,1016,994,1007,566,534,476,1,2,1.08168767411564,taste,group,clean,group,watch,alarm,nan
922,909,915,571,606,527,1009,998,1014,532,473,588,1,1,1.00199060741064,alarm,group,relax,relax,group,alarm,nan
924,912,923,486,548,585,1025,995,1008,539,570,606,2,2,1.02298071302801,alarm,relax,watch,group,alarm,relax,watch
893,901,896,488,531,586,1014,1021,998,555,506,602,2,2,0.963214240177192,alarm,taste,clean,group,watch,alarm,clean
905,896,911,585,482,535,1001,995,1005,601,562,528,2,2,0.915497496303084,taste,clean,watch,watch,relax,alarm,clean
898,903,907,483,526,597,1017,1016,1012,598,561,485,2,2,1.07012281320074,clean,taste,alarm,taste,watch,group,relax
911,924,913,565,595,493,1004,1009,998,482,580,530,1,1,0.928905381389702,watch,relax,alarm,alarm,taste,group,nan
896,909,912,538,597,503,1019,1021,996,546,598,473,1,2,0.974097158530802,alarm,relax,group,clean,group,alarm,nan
894,902,900,577,474,506,1027,1006,1003,514,484,594,2,1,1.02447828661625,alarm,taste,watch,group,taste,relax,relax
924,918,896,562,499,607,1003,994,1016,473,506,538,1,2,1.09951038048627,group,relax,taste,alarm,taste,clean,nan
925,919,893,537,502,580,1025,1001,1009,488,576,536,2,2,1.00346882664914,taste,group,clean,alarm,clean,group,relax
905,893,895,560,515,482,1017,1018,1010,592,560,508,2,2,1.09810224303006,taste,group,watch,watch,group,relax,alarm
914,922,904,586,475,517,997,1012,996,534,483,592,2,1,0.945306892511168,group,alarm,watch,alarm,watch,group,taste
895,920,919,537,480,586,1002,1023,996,525,477,561,2,2,0.979601037284043,taste,relax,group,clean,relax,group,watch
900,904,904,553,510,603,1025,1018,1005,537,570,506,2,1,1.03931373790233,group,taste,watch,taste,alarm,relax,clean
894,915,914,603,490,523,1010,997,1005,506,604,563,2,1,0.912928151890705,relax,alarm,taste,group,relax,watch,clean
909,903,926,500,600,561,1023,1026,1027,500,570,606,1,2,1.04953231647567,group,alarm,watch,relax,watch,taste,nan
898,924,915,602,514,554,1020,1018,1019,541,583,484,1,2,0.984080086246563,alarm,clean,group,alarm,taste,relax,nan
926,902,911,548,590,502,994,994,1015,524,595,560,2,1,1.0622634840476,group,relax,alarm,alarm,group,watch,watch
